alias,symbol
LGP110,LAMP2
LGP120,LAMP1
LGP2,DHX58
LGP85,SCARB2
LGR1,FSHR
LGR2,LHCGR
LGR3,TSHR
LGR7,RXFP1
LGR8,RXFP2
LGR8.1,RXFP2
LGS,BCL9
LGS,EXT1
LGS,LGSN
LGSS,SPRED1
LGTN,EIF2D
LH,PLOD1
LH-2,LHX2
LH-RHII,GNRH2
LH/CG-R,LHCGR
LH/CGR,LHCGR
LH1,PLOD1
LH2,LHX2
LH2,PLOD2
LH2D1,LOXHD1
LH3,PLOD3
LH87,RNU6V
LHA,CGA
LHB,CGB3
LHFP,LHFPL6
LHFPL3-AS2,KMT2E-AS1
LHFPL4,LHFPL3
LHLL9381,NTNG2
LHON,MT-ND4
LHONAR,DNAJC30
LHONAR1,DNAJC30
LHONAR2,NDUFS2
Lhp1,LARP1
LHR,CD44
LHR,LHCGR
LHRH,GNRH1
LHRHR,GNRHR
LHRHR,LHCGR
LHS,LIPE
LHX,RAB2A
LHX6.1,LHX6
LHX7,LHX8
LI,TGM1
LI1,TGM1
Li174,UBE2NL
LI2,ABCA12
LI3,CYP4F22
LI4,LIPN
LI5,ALOXE3
LIAG,S100A9
LIAR,ANKRD54
LIB,LRRC15
LIBC,CCN6
LIBF,PISD
LIC-2,UBQLN2
LIC1,DYNC1LI1
LIC2,DYNC1LI2
LIC3,DYNC2LI1
LICAS,UBR7
LICE2,CASP7
LICOS,ICOSLG
LICR2,IFNLR1
LICS,NSMCE3
LIDLS1,SCNN1B
LIDLS3,SCNN1A
LIECG2,MRPL46
LIECG3,TINAGL1
LiESP6,SPINK13
LIF-R,LIFR
LIFEGUARD,FAIM2
LIFL-H,BFSP1
LIFL-L,BFSP2
LIG,UBE2K
LIG-1,LRIG1
LIG-2,LRIG2
LIG1,LRIG1
LIG2,LIG3
LIG2,LRIG2
LIG3,LRIG3
LIG3alpha,LIG3
LIG4S,LIG4
LIGHT,TNFSF14
LIGHTR,TNFRSF14
LIGI,LIG1
LIGOWS,KAT8
LIKNS,SLC9A1
LILINA,KDM2A
LILRA5,LILRP2
LILRA6,LILRB3
LILRA6P,LILRP1
LILRB3,LILRA6
LILRB6,LILRA6
LILRB7,LILRA5
LIM,PDLIM5
LIM-1,LHX1
LIM1,LHX1
LIM1,MIP
LIM15,DMC1
LIM3,LHX3
LIMAB1,ABLIM1
LIMATIN,ABLIM1
LIMCH1A,LIMCH1
LIME,LIME1
LIMIT,GBP1P1
LIMK,LIMK1
LIMK-1,LIMK1
LIMM,MT-TT
LIMP-2,SCARB2
LIMp27,LINC01356
LIMPII,SCARB2
LIMR,LMBR1L
LIMS3L,LIMS3
LIMS3L,LIMS4
LIMS4,LIMS3
LIMT,LINC01089
LIN-10,APBA2
lin-10,PHAF1
LIN-28,LIN28A
lin-28A,LIN28A
lin-29,ZNF362
lin-37,LIN37
LIN-41,TRIM71
lin-53,RBBP4
LIN-7-C,LIN7C
LIN-7A,LIN7A
LIN-7B,LIN7B
LIN-7C,LIN7C
Lin-9,LIN9
LIN1,CD2BP2
LIN10,APBA1
LIN10,PHAF1
LIN2,CASK
LIN28,LIN28A
LIN41,TRIM71
LIN7,LIN7A
linc-223,MIR223HG
LINC-ADAL,LINCADL
linc-ATP13A4-8,LINC00887
linc-birc6,BIRC6-AS2
linc-Brn1a,PANTR1
linc-Brn1b,LINC01159
linc-DC,WFDC21P
linc-DMRT2,LINC-ADAIN
linc-Enc1,LINC01157
Linc-GALH,PCBP1-AS1
linc-GALNTL6-4,LINC01612
LINC-HEIH,HEIH
LINC-HELLP,HELLPAR
linc-ITGB1,IATPR
linc-JPH1,CASC9
linc-KIAA1737-2,LINC01629
linc-KILH,KILH
linc-MAF-4,MAFTRR
linc-MBOAT1-4,LINC00581
LINC-MD1,LINCMD1
linc-MYH,MYHAS
Linc-Myo1g,SNHG15
linc-NeD125,MIR100HG
linc-OIP5,OIP5-AS1
linc-p21,TP53COR1
linc-POLR3G-8,TMEM161B-DT
linc-POU3F3,PANTR1
linc-Ppara,MIRLET7BHG
Linc-RAM,MRLN
linc-TP53I13,ABHD15-AS1
linc-UBC1,BLACAT1
Linc-USP16,LINC00161
linc-VLDLR,VLDLR-AS1
LINC00001,XIST
LINC00004,BCYRN1
LINC00008,H19
LINC00013,TSIX
LINC00021,DLEU1
LINC00022,DLEU2
LINC00023,MEG3
LINC00024,MEG8
LINC00025,CDRT7
LINC00027,HPYR1
LINC00032,REXO6P
LINC00033,TTTY1
LINC00035,BICDL3P
LINC00036,TINCR
LINC00037,DGCR5
LINC00044,SNHG5
LINC00046,HCG17
LINC00047,MALAT1
LINC00048,MIR17HG
LINC00054,RMST
LINC00057,SNHG1
LINC00060,SNHG8
LINC00063,SNHG10
LINC00064,HAR1A
LINC00065,HAR1B
LINC00066,MIAT
LINC00067,MIMT1
LINC00069,TYW1B
LINC00071,PCGEM1
LINC00078,HULC
LINC00079,PVT1
LINC00080,TUG1
LINC00083,CLEC20A
LINC00084,NEAT1
LINC00085,SPACA6
LINC00086,SMIM10L2A
LINC00086,SMIM10L2B
LINC00087,SMIM10L2A
LINC00087,SMIM10L2B
LINC00092,LOC105376159
LINC00094,BRD3OS
LINC00096,TP53TG1
LINC00100,SNHG12
LINC00101,SNHG11
lINC00109,TTTY2
LINC00116,MTLN
LINC00121,TTTY3
LINC00123,TTTY4
LINC00124,TTTY4B
LINC00125,TTTY4C
LINC00126,TTTY5
LINC00127,TTTY6
LINC00128,TTTY6B
LINC00129,TTTY7
LINC00130,TTTY8
LINC00152,CYTOR
LINC00162,PICSAR
LINC00167,PRDM10-DT
LINC00176,C20orf204
LINC00178,UCA1
LINC00180,CRNDE
LINC00182,FTX
LINC00183,JPX
LINC00202,FAM238C
LINC00202-1,FAM238C
LINC00202-2,FAM238B
LINC00204A,FAM223A
LINC00204B,FAM223B
LINC00211,PIRAT1
LINC00230A,FAM224A
LINC00230B,FAM224B
LINC00238,CCDC196
LINC00246A,FAM226A
LINC00246B,FAM226B
LINC002481,LINC02481
LINC00256A,FAM225A
LINC00256B,FAM225B
LINC00263,OLMALINC
LINC00264,FAM238A
LINC00266-1,SEPTIN14P20
LINC00266-3,SEPTIN14P6
LINC00266-4P,SEPTIN14P23
LINC00271,AHI1-DT
LINC00277,EWSAT1
LINC00281,FAM230C
LINC00282,TMEM272
LINC00284,NRAD1
LINC00298,LINC00299
LINC00306,MIR7-3HG
LINC00337,ICMT-DT
LINC00338,SNHG20
LINC00340,CASC15
LINC00341,SYNE3
LINC00344,LINC00343
LINC00346,PRECSIT
LINC00350,TPTE2-AS1
LINC00371,C13orf42
LINC00372,C13orf42
LINC00381,LINC00402
LINC00401,LINC00383
LINC00403,SOX1-OT
LINC00407,TSC22D1-AS1
LINC00414,ANKRD26P3
LINC00422,LINC00539
LINC00441,RB1-DT
LINC00443,ARGLU1-DT
LINC00444,SUCLA2
LINC00447,TEX26-AS1
LINC00449,LINC01232
LINC00453,LINC00452
LINC00461,MIR9-2HG
LINC00464,STARD13
LINC00468,CAHM
LINC00470,LOC105371954
LINC00473,PDE10A
LINC00476,ERCC6L2-AS1
LINC00478,MIR99AHG
LINC00483,ANKRD40CL
LINC00493,SMIM26
LINC00500,LINC00499
LINC00505,FAAHP1
LINC00510,MIR205HG
LINC00514,GREP1
LINC00516,BMS1P17
LINC00516,BMS1P18
LINC00521,CCDC197
LINC00530,FAM215A
LINC00532,TDRG1
LINC00535,CIBAR1-DT
LINC00545,LINC00398
LINC00551,ARGLU1-DT
LINC00560,LINC00433
LINC00565,SWINGN
LINC00568,FALEC
LINC00577,LIN28B-AS1
LINC00584,MEG9
LINC00586,BANCR
LINC00594,DISP2
LINC00599,MIR124-1HG
LINC00600,CASC17
LINC00610,COMMD9
LINC00617,TUNAR
LINC00629A,LINC00629
LINC00629B,LINC00629
LINC00629C,LINC00629
LINC00629D,LINC00629
LINC00633,ETDB
LINC00634,SMIM45
LINC00637,PPP1R13B-DT
LINC00638,VESTAR
LINC00643,SERTAD4BP
LINC00650,LINC00649
LINC00651,TRERNA1
LINC00653,LCDR
LINC00657,NORAD
LINC00669,MIR924HG
LINC00672,LASP1NB
LINC00675,TMEM238L
LINC00683,LINC00908
LINC00684,FAM236A
LINC00694,C3orf86P
LINC00704,MANCR
LINC00707,LINP1
LINC00843,TIMM23B-AGAP6
LINC00846,CFAP298-TCP10L
LINC00846,TCP10L
LINC00848,HEIH
LINC00854,CCDC200
LINC00859,ZC3H18-DT
LINC0086,SMIM10L2A
LINC00860,CASC8
LINC00864,FAM245A
LINC00866,GOLGA7B-DT
LINC00873,CCAT2
LINC00875,LINC01138
LINC00876,GACAT1
LINC00883,DUBR
LINC00884,ATP13A3-DT
LINC00888,SNHG33
LINC00889,FGF13
LINC00890,SERTM2
LINC00893,EOLA1-DT
LINC00894,EOLA2-DT
LINC00902,TUSC7
LINC00909,ZNF407-AS1
LINC00912,BLACAT1
LINC00913,SCHLAP1
LINC00915,JADRR
LINC00918,CASC16
LINC00925,MIR9-3HG
LINC00935,SPMIP11
LINC00936,ATP2B1-AS1
LINC00947,IGSF9B
LINC00948,MRLN
LINC00950,TMEM8B
LINC00953,TEX41
LINC00959,C10orf143
LINC00961,SPAAR
LINC00966,MIR124-2HG
LINC00969,MIR570HG
LINC00978,MIR4435-2HG
LINC00980,AGO2
LINC00981,CASC9
LINC00982,PRDM16-DT
LINC00984,INAFM2
LINC00990,CASC11
LINC00998,SMIM30
LINC01004,KMT2E-AS1
LINC01006,RNF32-DT
LINC01013ORF,LINC01013
LINC01017,LINC01019
LINC01021,PURPL
LINC01024,MALINC1
LINC01032,RGS2-AS1
LINC01057,SLC44A3-AS1
LINC01059,GRAMD1B
LINC01071,TUSC8
LINC01083,BGLT3
LINC01084,PWRN4
LINC01092,PCAT18
LINC01105,SILC1
LINC01112,CACNA2D1
LINC01114,PANTR1
LINC01125,C2orf92
LINC01129,SPACA6-AS1
LINC01130,ERICD
LINC01131,OVAAL
LINC01135,JUN-DT
LINC01136,BTG2-DT
LINC01137,LITATS1
LINC01146,HISLA
LINC01154,GPR84-AS1
LINC01155,KANTR
LINC01156,ELDR
LINC01158,PANTR1
LINC01167,LINC01166
LINC01171,C11orf97
LINC01172,GLIDR
LINC01183,CCDC192
LINC01184,SLC12A2-DT
LINC01185,REL-DT
LINC01190,PCAT19
LINC01197,LETR1
LINC01200,FIRRE
LINC01207,SMIM31
LINC01212,SAMMSON
LINC01225,LDC1P
LINC01230,LINC-ADAIN
LINC01238,LINC01237
LINC01244,CASC21
LINC01245,CASC19
LINC01251,UBE2R2-AS1
LINC01260,KCNK15-AS1
LINC01263,LINC00824
LINC01268,MROCKI
LINC01272,PELATON
LINC01279,CCDC80
LINC01293,LINC01291
LINC01296,DUXAP9
LINC01308,DLEU1-AS1
LINC01314,CTXND1
LINC01323,LINC01324
LINC01330,LRRC77P
LINC01332,LINC01331
LINC01335,LINC01331
LINC01336,GCNT4
LINC01351,BRINP3-DT
LINC01357,SLC16A1-AS1
LINC01358,JUN-DT
LINC01373,CASC22
LINC01374,LINC00865
LINC01379,FOXCUT
LINC01384,LNCNEF
LINC01394,FOXF2-AS1
LINC01394,FOXF2-DT
LINC01405,VHRT
LINC01420,NBDY
LINC01452,PCAT5
LINC01458,GACAT3
LINC01464,CASC23
LINC01468,LNCAROD
LINC01469,MIR3976HG
LINC01481,PRANCR
LINC01494,CDK5R2-AS1
LINC01510,COMETT
LINC01513,ROPN1L
LINC01529,TEX14BP
LINC01534,ZNF567-DT
LINC01540,GAPLINC
LINC01552,C10orf67
LINC01557,LINC01558
LINC01558,AFDN-DT
LINC01568,LOHAN2
LINC01573,NALT1
LINC01578,CHASERR
LINC01598,FAM242A
LINC01604,MINCR
LINC01655,LINC01705
LINC01658,FAM230I
LINC01660,FAM230J
LINC01662,FAM230E
LINC01663,FAM230F
LINC01669,LOC102724354
LINC01693,NTRAS
LINC01715,TAF12-DT
LINC01729,LINC00654
LINC01731,LINC01138
LINC01759,LNCTAM34A
LINC01764,UCA1-AS1
LINC01771,LRP8-DT
LINC01793,LINC01122
LINC01799,LINC01798
LINC01814,LINC00299
LINC01835,CLEC4OP
LINC01844,SPRY4-AS1
LINC01855,LINC00905
LINC01862,NFILZ
LINC01869,TMEM277P
LINC01879,LINC00908
LINC01921,TESHL
LINC01952,H2AZ2-DT
LINC01959,SLC25A48-AS1
LINC01969,TILAM
LINC01974,GOSR2-DT
LINC01995,LINC01994
LINC02001,SNHG30
LINC02036,LINC00887
LINC02056,TNPO1-DT
LINC02060,MIR9-2HG
LINC02062,CHD1-DT
LINC02081,SCAT1
LINC02085,RDUR
LINC02095,ROCR
LINC02110,GDNF-AS1
LINC02155,LINC02842
LINC02158,CCDC13-AS2
LINC02163,NIHCOLE
LINC02170,ARLNC1
LINC02187,LINC02128
LINC02193,FAM157C
LINC02206,SMASR
LINC02224,MRPS30-DT
LINC02234,LINC01340
LINC02246,ASMER1
LINC02254,LINC00923
LINC02257,LINC01705
LINC02302,RRAGAP1-AS1
LINC02340,LINC00412
LINC02407,LNCOG
LINC02451,LINC02450
LINC02467,LINC02359
LINC02486,MIR4453HG
LINC02495,JAKMIP1-DT
LINC02528,SIMALR
LINC02544,LINC01615
LINC02581,RNF227
LINC02586,KCNC4-DT
LINC02588,NOVA1-DT
LINC02590,LINC01819
LINC02592,FAM230D
LINC02595,MIR222HG
LINC02618,LRRC78P
LINC02634,CCNY-AS1
LINC02657,LASTR
LINC02696,LINC02687
LINC02738,RASSF10-DT
LINC02776,RC3H1-DT
LINC02785,VAV3-AS1
LINC02797,LINC02796
LINC02804,GPR89B
LINC02815,LINC02814
LINC02861,TRIDDENT
LINC02867,STUB1-DT
LINC02876,LINC02089
LINC02904,LY6S-AS1
LINC02910,MIR646HG
LINC02921,LINC01013
LINC02962,CCDST
LINC02969,APPAT
LINC02990,MAFA-AS1
LINC03038,HEPFAL
LINC03049,LINC01801
LINC03061,LINC00370
LINC03063,CDC42EP3-AS1
LINC03069,LINC01539
LINC03081,LINC02768
LINC03119,LINC03122
LINC0883,DUBR
Linc1749808,PDS5B-DT
Linc1992,THRIL
LINC2194,LINC02194
LincDUSP,LINC01605
lincFOXF1,FENDRR
LincIN,ITGB1-DT
lincIRX5,CRNDE
lincMAF4,MAFTRR
lincNMR,MAP3K9-DT
lincNORS,MIR193BHG
lincPRKD,G2E3-AS1
LINCR,NEURL3
LINCR-0001,LINC03022
LINCR-0002,PYDC2-AS1
LINCR-0003,LNCBRM
LincR-Ifng-3'AS,IFNG-AS1
lincRNA-ANXA3,LINC01094
lincRNA-APOC1P1-3,APOC1P1
lincRNA-DYNLRB2-2,LINC01228
LincRNA-ENST00000515084,CASC22
lincRNA-JADE1,LINC03140
lincRNA-NR_024015,TDRG1
lincRNA-p21,TP53COR1
LincRNA-Pint,LINC-PINT
lincRNA-RoR,LINC-ROR
lincRNA-ST8SIA3,LINC-ROR
lincRNA-uc002yug.2,LINC01426
lincRNA-uc003opf.1,LINC00951
lincRNA-VLDLR,VLDLR-AS1
lincRTL,LINC03117
lincSCRG1,SCRG1
LIND,TNIP3
LINK-A,LINC01139
Link-GEFII,RAPGEFL1
LINKA,LINC01139
LINKIN,ITFG1
LINRIS,LINC00920
LINS,LINS1
LINT-25,OIP5
LINX,ISLR2
LIP,SMG1
LIP-STYX,MTMR9
LIP.1,PPFIA1
LIP1,CPAP
LIP1,LIAS
LIP1,PPFIA1
LIP1,STK11IP
LIP2,ANXA2
LIP2,ANXA2P3
LIP2,MRPL17
LIP4,PCBP4
LIP5,VTA1
LIP6,DNAJC14
LIP8,CNTROB
LIPA,CEL
LIPA,SCGB1D1
LIPB,SCGB1D2
LIPCAR,MT-LIPCAR
LIPD,LPL
LIPH,LIPC
LIPL1,LIPJ
LIPL2,LIPK
LIPL3,LIPM
LIPL4,LIPN
LIPN3L,LPIN3
LIPO,HMGA2
LIPRIN,PPFIA1
liprin-beta1,PPFIBP1
LIPT1D,LIPT1
LIPTER,LINC00881
LIR,CD300C
LIR-1,LILRB1
LIR-2,LILRB2
LIR-3,LILRB3
LIR-4,LILRA3
LIR-5,LILRB4
LIR-6,LILRA1
LIR-7,LILRA2
LIR-8,LILRB5
LIR-9,LILRA5
LIR-D1,IGSF8
LIR1,LILRB1
LIR2,LILRB2
LIR3,LILRB3
LIR4,LILRA3
LIR5,LILRB4
LIR6,LILRA1
LIR7,LILRA2
LIR8,LILRB5
LIR9,LILRA5
LIRF,RNF39
LIS1,PAFAH1B1
LIS10,CEP85L
LIS2,PAFAH1B1
LIS2,PAFAH1B1P1
LIS2,RELN
LIS2P,PAFAH1B1P2
LIS3,TUBA1A
LIS4,NDE1
LIS5,LAMB1
LIS6,KATNB1
LIS7,CDK5
LIS8,TMTC3
LIS9,MACF1
LISCH7,LSR
LISPR1,S1PR1-DT
LIST,CCDC152
LISTERIN,LTN1
LISX,DCX
LIT,TNFRSF10C
LIT1,KCNQ1OT1
LITAFL,CDIP1
LIV-1,SLC39A6
LIV1,SLC39A6
LIVIN,BIRC7
LIWAS,KCNMA1
LJAK,JAK3
LJBS,SPIN4
LK4,CERK
LKAP,MARF1
LKB1,STK11
LKB1IP,STK11IP
LKENP,AARS2
LKLF,KLF2
LKN-1,CCL15
LKN-1,CCL15-CCL14
LKN1,CCL15
LKP,DHX9
LKPAT,CLCN2
LKR/SDH,AASS
LKRSDH,AASS
LKS,GRIN2A
LL0XNC01-136G2.1,PLCXD1
LL0XNC01-7P3.1,PPP1R3F
LL21NC02-21A1.1,BNAT1
LL22NC03-104C7.1,SYN3-AS1
LL22NC03-5H6.5,TTC38
LL22NC03-5H6.6,GTSE1-DT
LL22NC03-75H12.2,LINC01644
LL22NC03-86D4.1,LINC01643
LL37,CAMP
LL5A,PHLDB1
LL5alpha,PHLDB1
LL5b,PHLDB2
LL5beta,PHLDB2
LLC1,CIMIP1
LLCDL1,FADS1
LLCDL2,FADS2
LLCDL3,FADS3
LLGL,LLGL1
LLGL3,STXBP5
LLGL4,STXBP5L
LLH,PLOD1
LLID-114769,CARD16
LLIR,CLEC4A
LLN2,DERL3
LLN4,GUCD1
LLP1a,PLPP1
LLPH-AS1,LLPH-DT
LLPL,PLA2G15
LLREP3,RPS2
LLS,SETD2
LLT1,CLEC2D
LMAN1IP,MCFD2
LMBD1,LMBRD1
LMBR2,RNF32
LMC,CCL16
LMCD1DN,LINC00312
LMET1,GZMM
LMHD,PTDSS1
LMIR3,CD300LF
LMKB,MARF1
LMLN2,CIROP
LMN,LMNB1
LMN1,LMNA
LMN2,LMNB1
LMN2,LMNB2
LMN2R,LBR
LMNARS1,LMNTD1
LMNB,LMNB1
LMNC,LMNA
LMNL1,LMLN
LMNL1,LMNA
LMNS,NOTCH3
Lmnt1,NTNG1
Lmnt2,NTNG2
LMO-2,LMO2
LMO4,CSRP3
LMO5,CSRP2
LMO6,PRICKLE3
LMO7B,LIMCH1
LMO7b,LMO7
LMO7DN-IT1,LMO7DN
LMOR,OPRM1
LMP1,PDLIM7
LMP10,PSMB10
LMP2,PSMB9
LMP3,PDLIM7
LMP7,PSMB8
LMPB1,PAQR8
LMPH1A,FLT4
LMPH1C,GJC2
LMPH1D,VEGFC
LMPH3,PIEZO1
LMPHM1,FLT4
LMPHM10,ANGPT2
LMPHM11,TIE1
LMPHM12,MDFIC
LMPHM13,THSD1
LMPHM14,ERG
LMPHM3,GJC2
LMPHM4,VEGFC
LMPHM6,PIEZO1
LMPHM7,EPHB4
LMPHM8,CALCRL
LMPHM9,CELSR1
LMPIP,FAM72A
LMPX,PSMB5
LMPY,PSMB6
LMR1,AATK
LMR2,LMTK2
LMR3,LMTK3
LMS,TP63
LMTK1,AATK
LMW-DSP2,DUSP22
LMW-PTP,ACP1
LMWDSP2,DUSP22
LMWDSP20,DUSP18
LMWDSP21,DUSP21
LMWDSP3,DUSP19
LMWPTP,ACP1
LMX1,LMX1A
LMX1.1,LMX1A
LMX1.2,LMX1B
LMYC,MYCL
ln,MLPH
LN1,PHYH
LNAP1,PHYH
lnc,DHCR7-DT
lnc,SCARNA10
lnc,TMC6
lnc-ABCA12-8,FN1
lnc-ACACA-1,LHX1-DT
lnc-ACOT9-1,SAT1-DT
lnc-ACTR3,LINC01191
lnc-ADRA2A-1:1,HEAT2
Lnc-Ang362,MIR222HG
lnc-ANGPTL1-3,RALGPS2-AS1
lnc-AP1S2-2,MAGEB17-AS1
Lnc-APUE,LINC01843
lnc-ATMIN-4:2,C16orf46-DT
lnc-BAIAP2,BAIAP2-DT
lnc-BAZ2B,BAZ2B-AS1
lnc-BBOX1-1,LGR4-AS1
lnc-BCAT1,BCAT1-DT
lnc-beta-Catm,LINC00184
lnc-C22orf32-1,LINC01315
lnc-CCDST,CCDST
lnc-CHAF1B-2,LNCTSI
lnc-CHAF1B-3,LNCTSI
lnc-CPLC,EOLA1-DT
lnc-CTHCC,CDIPTOSP
lnc-CYP11A1-1,CCDC33-AS1
Lnc-CYP7A1-1,LINC03133
lnc-DC,WFDC21P
lnc-dPrdm16,PRDM16-DT
lnc-DRMT2,LINC-ADAIN
Lnc-EGFR,EGILA
Lnc-EPIC1,EPIC1
lnc-EST885,PELP1-DT
Lnc-FAM46A-1,LINC01526
lnc-FANCI-2,MIR9-3HG
lnc-GCH1-2:3,SAMD4A-AS1
lnc-GCLC-1,KILH
LNC-HC,SLC25A15
lnc-HOXB8-1:2,LINC03057
lnc-IL7R,IL7R
lnc-IL7R-1,CAPSL-DT
Lnc-ITM2C-1,GCSIR
lnc-ITSN1-2,LINC00649
lnc-JAM2-6,LINC01684
lnc-KCTD6-3,FAM3D-AS1
lnc-KDM5D-4,TTTY10
lnc-KHDC3L-2,KHDC1-AS1
Lnc-LALC,LINC00922
lnc-LAMC2-1:1,LAMC1-AS1
Lnc-LIF-AS,LIF-AS1
Lnc-LSAMP-1,LINC03051
lnc-MAN1A2-1,LINC01525
lnc-MAP3K13-3:1,TMEM41A-DT
lnc-MBL2-4,LNCAROD
lnc-MCEI,RPS10P7
lnc-MGC,MEG8
lnc-MICAL2-1,LINC02989
lnc-MKI67IP-3,LINC01826
lnc-MRGPRF-6,IFITM9P
Lnc-Myd88,ACAA1
lnc-NLC1-C,PICSAR
lnc-OB1,LNCOB1
Lnc-OC1,LNCOC1
lnc-OPHN1-5,BMI1P1
Lnc-PAL2G4A-4,LINC03121
Lnc-PCIR,TM9SF2
lnc-PKD2-2-3,SPP1
Lnc-PMIF,MACF1
lnc-POP1-1,NIPAL2-AS1
lnc-PPP2R4-5,LINC01503
Lnc-PPRL,FAM88C
lnc-pri-miR-122,MIR122HG
lnc-PTS-1,LINC02762
lnc-RHL,LNC-RHL1
lnc-RI,LNCRI
lnc-RP11-211G3.3.1-1,BCL6-AS1
lnc-RTN4R-1,LINC02891
lnc-SAYSD1-1,DNAH8-AS1
lnc-SCA7,ATXN7L3B
lnc-SERTAD2-3,LINC02245
lnc-SKA2-1,PRR11-AS1
lnc-SMC2-1,LINC03094
lnc-SNX10-87,LINC03095
lnc-SOD2-1,GCASPC
lnc-SOX4-1,CASC15
LNC-Sox5,LINC02566
lnc-SOX6-1,LINC02682
lnc-SPARCL1-1,DMP1-AS1
lnc-SPRR2D-1,LINC01527
lnc-TALC,LNCARSR
lnc-TLCD2-1,WDR81-AS1
lnc-TNFAIP3,WAKMAR2
lnc-TP53I13,ABHD15-AS1
lnc-TSI,LNCTSI
lnc-TSPAN12,LINC02476
lnc-UCID,GLMP
lnc-UNC93B1-1,GLTC1
lnc-UTGF,LNCTSI
lnc-ZC3HAV1L-1:1,RPL17P28
Lnc-ZEB2-19,METAP2P1
lnc-ZNF30-3,LINC02965
lnc003875,PTGER3
lnc00462717,PSMD6-AS1
lnc030,SQLE-DT
lnc13728,ZBED3-AS1
lnc18q22.2,LIVAR
lnc34a,MIR34AHG
lnc408,TOMM22-DT
LNC473,LINC00473
Lnc524369,LINC03044
Lnc712,GSTP1P1
Lnc_bc060912,GTSE1
lncAMPC,ARK2C
LNCAT,SNHG14
lncBCAS1-4_1,CYP24A1
lncBST2,BISPR
lncC11orf54-1,SCARNA9
lncCAMTA1,CAMTA1-DT
LncCCLM,C6orf132
lncCDCA3L,CDCA3P1
lncCMPK2,NRIR
lncCRLA,MYO1D-DT
LNCDC,WFDC21P
Lncenc1,LINC01157
lncEPAT,LINC02381
lncFAL,PLXNB2
lncFAM,MYREM
lncFAM71E1-2:2,MYREM
LncFASA,SYNPR-AS1
lncFOXO1,LINC00598
lncFZD6,BAALC-AS1
lncGALM,LINC01605
LNCGM1082,TEX14BP
LncGPR107,GPRACR
lncHELLP,HELLPAR
lncHERG,LINC02604
LncHIFCAR,MIR31HG
LncHOXA11,HOXA11-AS
lncIAPF,LINC00941
lncIHAT,ITGA6-AS1
lncIHAT,PDK1-AS1
lncIHS,PHACTR2-AS1
lncITPRIP-1,CFAP58-DT
lncKRT16P6,KRT16P6
lncMAPK6,MAPK6-DT
lncMER52A,LINC02835
lncMMPA,NR4A1AS
lncMX1-215,MX1
lncMYH7b,MYH7B
lncNAP1L6,NAP1L6P
lncNB1,LINC02525
lncND,TMEM18
lncOCMRL1,LINC00667
lncPARP1,LINC01703
lncPENG,KMT2E-AS1
lncPENG,LHFPL3-AS2
lncPSCA,PSCA
LNCR2,CHRNA3
LNCR2,CHRNA5
lncREST,NDUFAF6
lncRHOXF1,RHOXF1P1
lncRNA#32,LUARIS
lncRNA-508851,TMEM92-AS1
lncRNA-AC130710,GACAT3
lncRNA-ANCR,DANCR
LncRNA-AP001631.9,FRGCA
lncRNA-AS-GSTT1(1-72),GSTT1-AS1
lncRNA-AWPPH,MIR4435-2HG
lncRNA-BC050410,GSTT1-AS1
lncRNA-BGL3,BGLT3
LncRNA-BX111,ZEBTR
LncRNA-CAF,LINC03033
lncRNA-CCHE1,CCEPR
lncRNA-cCSC1,MAPKAPK5-AS1
lncRNA-CD244,GSTT1-AS1
lncRNA-CIR,VIM2P
lncRNA-CMPK2,NRIR
lncRNA-CTD903,DUXAP9
lncRNA-DAW,LINC01430
lncRNA-EBIC,TMPOP2
LncRNA-ECM,ICAM4-AS1
lncRNA-ECVSR,LINC02392
LncRNA-ES1,LINC01108
LncRNA-ES3,LINC00458
lncRNA-GC1,SOD2
lncRNA-GHET1,GHET1
lncRNA-GIHCG,GIHCG
lncRNA-Glu,SLC17A6-DT
lncRNA-HAL,MNT
lncRNA-HEIH,HEIH
lncRNA-HEIM,FAM85B
LncRNA-Hh,GAS1RR
lncRNA-HOST2,CERNA2
lncRNA-JADE,JADRR
lncRNA-LET,NPTN-IT1
LncRNA-LOC101928316,LINC02859
lncRNA-LOWEG,EGFLAM-AS1
lncRNA-MIAT,MIAT
lncRNA-MIF,ODC1-DT
lncRNA-MUF,LINC00941
lncRNA-N1,LINC01109
lncRNA-N2,MIR100HG
lncRNA-N3,CACNA2D1
lncRNA-NEF,LNCNEF
lncRNA-OG,LNCOG
lncRNA-p3134,LINC02963
lncRNA-PAGBC,LINC01133
lncRNA-PE,P4HA2
lncRNA-POIR,LNCPOIR
lncRNA-PRAL,PRAL
lncRNA-PRLB,SIRLNT
lncRNA-RP6-65G23.1,LINC01269
LncRNA-SERB,MIR155HG
lncRNA-SRLR,LNCSRLR
lncRNA-uc002kmd.1,GAPLINC
LNCRNA00122,TTTY3B
LncRNA00364,LINC00364
LncRNA00520,LINC00520
lncRNA16,SNHG1
lncRNA32,LUARIS
lncRNA4114,LINC01638
lncRNA799,LINC03052
lncRNA8975-1,COL1A2-AS1
lncRNA9,SENCR
LncRNApcsk2-2:1,RPS27AP2
lncRP5,CCDC86-AS1
LNCSIK1,LINC03039
lncSLCC1,LINC02474
LncTCF7,WSPAR
lncUSMycN,MYCNUT
LncZBTB39,TAC3
